#################################################
##               rldock score v2               ##
#################################################
in_rec_path:      2CKY-A-1084-TPP/rec.mol2
in_ref_lig_path:  2CKY-A-1084-TPP/cpd_charge.mol2
in_poses_path:    2CKY-A-1084-TPP/pose/pose.mol2
in_info_path:     2CKY-A-1084-TPP/info.txt
in_score_mode:    binding_mode
debye length:     11
rec_file_name:      rec.mol2
ref_lig_file_name:  cpd_charge.mol2
poses_file_name:    pose.mol2
info_file_name:     info.txt
verbose:  0
#################################################
Load receptor: 2CKY_nuc from 2CKY-A-1084-TPP/rec.mol2
--> heavy atom num: 1652
Load reference ligand: TPP from 2CKY-A-1084-TPP/cpd_charge.mol2
--> heavy atom num: 26
#Scoring -----------------------------------------
#pose total dU(lj) dU(ele) dU(mutual_pol) dU(lig_self_pol) dU(sasa) dU(hbond) dU(rec_self_pol) dU(lig_lj) dU(lig_ele) rot_dof dU(stack)
vina_03_337 -9.266 -1.963 137.857 -134.841 4.973 -3.945 -6.240 3.461 0.237 -0.344 8.000 -0.961
vina_03_338 -6.426 -1.628 159.021 -151.655 5.786 -3.751 -1.849 3.508 0.038 -0.239 8.000 -0.565
vina_03_339 -11.222 -3.619 145.250 -144.047 6.275 -3.912 -6.832 4.312 0.241 1.210 8.000 -3.253
vina_03_340 -8.247 -1.754 141.608 -136.594 5.604 -3.867 -5.581 3.318 0.521 -3.352 8.000 -0.236
vina_03_341 -8.275 -1.750 145.371 -141.662 4.794 -3.867 -2.953 3.474 0.025 -0.274 8.000 -0.443
vina_03_342 -9.331 -2.400 146.651 -143.413 4.816 -3.855 -4.261 3.576 1.070 0.275 8.000 -1.415
vina_03_343 -7.557 -2.119 146.005 -140.636 7.093 -3.817 -2.540 3.257 0.003 -1.978 8.000 -0.583
vina_03_344 -8.596 -1.669 141.959 -139.366 4.122 -3.915 -0.959 3.280 0.380 1.071 8.000 -0.431
vina_03_345 -7.648 -0.183 140.458 -136.555 4.561 -3.897 -3.326 2.965 0.027 -1.244 8.000 -0.149
vina_03_346 -6.998 -1.783 154.051 -149.164 7.082 -4.038 -3.450 4.236 -0.036 -0.884 8.000 -0.695
vina_03_347 -6.864 -2.302 154.236 -150.428 8.965 -3.818 -6.674 3.956 -0.037 -2.564 8.000 -0.219
vina_03_348 -8.623 -2.423 139.609 -137.038 4.621 -3.750 -4.771 4.019 2.197 0.278 8.000 -1.569
vina_03_349 -5.654 1.367 150.400 -143.272 5.877 -3.760 -3.036 3.522 1.273 -3.707 8.000 -1.840
vina_03_350 -6.056 -2.272 150.413 -150.515 10.344 -3.781 -6.832 4.570 0.157 -0.093 8.000 -0.397
vina_03_351 18.242 29.411 148.302 -143.466 5.193 -3.734 -3.135 3.793 1.664 -1.147 8.000 -0.323
vina_03_352 31.872 34.973 157.693 -152.114 8.599 -3.694 -3.091 4.812 26.657 -0.498 8.000 -0.187
vina_03_353 2.616 6.524 146.184 -148.710 14.989 -3.560 -9.114 4.980 0.352 -1.303 8.000 -1.089
vina_03_354 287.975 364.491 150.665 -146.434 5.948 -3.495 -5.786 4.729 -0.093 -2.479 8.000 -0.892
vina_03_355 -8.095 -1.997 143.177 -138.578 5.368 -4.069 -1.599 3.597 0.068 -0.420 8.000 -0.345
vina_03_356 -8.814 -1.564 158.677 -151.647 4.813 -4.148 -2.709 3.122 0.080 -0.310 8.000 -0.907
vina_03_357 -8.661 -1.971 156.235 -150.111 5.938 -3.885 -3.008 3.280 -0.177 -1.986 8.000 -1.112
vina_03_358 -5.046 0.377 148.621 -143.420 6.020 -3.831 -1.295 3.840 0.034 -1.075 8.000 -0.352
vina_03_359 -8.435 -1.565 142.727 -137.763 5.162 -3.897 -1.836 3.061 -0.217 -0.390 8.000 -0.945
vina_03_360 971164338744.309 1208146510683.721 198.331 -158.018 14.748 -3.284 -11.034 8.758 0.003 -0.378 8.000 -0.358
vina_03_361 -7.070 -1.523 145.891 -140.174 5.110 -3.756 -0.902 3.295 0.021 -1.708 8.000 -0.024
vina_04_3 -11.584 -3.477 144.392 -142.263 5.705 -4.005 -5.335 4.269 0.312 0.270 8.000 -3.367
vina_04_4 -12.215 -3.472 140.957 -139.172 5.312 -3.974 -6.674 3.911 0.143 0.747 8.000 -3.468
vina_04_5 -11.750 -3.499 140.263 -140.313 5.996 -3.879 -7.478 4.032 0.296 1.766 8.000 -3.336
vina_04_6 -8.551 -2.149 159.052 -154.872 6.275 -3.984 -8.115 3.629 0.083 1.172 8.000 -0.973
vina_04_7 -12.147 -3.344 141.452 -139.920 5.184 -4.009 -6.074 3.867 0.156 1.504 8.000 -3.443
vina_04_8 -11.837 -2.881 137.532 -136.885 5.168 -3.909 -7.803 3.576 0.348 0.866 8.000 -2.888
vina_04_9 -8.575 -2.380 159.084 -154.035 6.355 -4.092 -7.904 3.819 0.117 0.332 8.000 -0.842
vina_04_10 -8.280 -2.072 159.370 -154.436 5.853 -3.916 -7.345 3.554 0.104 1.270 8.000 -0.990
vina_04_11 -10.069 -2.501 139.899 -138.244 5.985 -4.012 -6.783 3.687 0.049 -0.603 8.000 -1.301
vina_04_12 -7.771 -2.112 158.061 -152.754 6.653 -3.870 -7.782 3.572 0.177 -0.388 8.000 -0.621
vina_04_14 -8.573 -2.140 159.428 -154.705 6.226 -4.004 -7.797 3.570 0.124 0.839 8.000 -0.973
vina_04_15 -11.975 -3.370 138.567 -138.010 5.380 -3.920 -7.033 3.852 0.168 1.881 8.000 -3.324
vina_04_16 -9.699 -2.257 138.494 -136.117 5.548 -3.993 -8.645 3.481 0.102 -0.639 8.000 -0.799
vina_04_17 -9.521 -1.976 139.411 -136.871 5.507 -4.071 -3.869 3.195 -0.043 0.431 8.000 -0.932
vina_04_18 -9.677 -2.106 138.164 -136.427 5.058 -3.966 -5.530 3.387 0.273 0.628 8.000 -1.052
vina_04_19 -10.025 -2.156 134.764 -133.718 5.065 -3.999 -7.114 3.340 0.115 1.286 8.000 -1.108
vina_04_21 -9.422 -2.254 139.789 -137.245 5.742 -4.236 -5.736 3.580 0.290 0.788 8.000 -0.721
vina_04_22 -9.944 -2.041 145.914 -140.913 5.341 -3.996 -4.451 3.125 -0.038 -1.472 8.000 -1.583
vina_04_23 -9.448 -2.198 142.044 -139.084 5.568 -3.962 -6.991 3.411 0.038 -1.001 8.000 -0.709
vina_04_24 -8.052 -2.130 158.667 -153.797 6.498 -3.972 -7.826 3.656 0.084 0.565 8.000 -0.718
vina_04_25 -8.397 -1.955 159.288 -154.721 6.160 -4.034 -6.908 3.492 0.096 1.117 8.000 -0.795
vina_04_26 -9.634 -2.047 140.330 -136.860 5.456 -4.117 -6.107 3.015 -0.153 -0.766 8.000 -0.327
vina_04_27 -7.979 -1.879 159.490 -153.364 5.895 -3.861 -6.739 3.357 0.028 0.006 8.000 -0.852
vina_04_28 -8.426 -1.948 159.634 -153.662 5.435 -4.016 -6.217 3.513 0.084 0.591 8.000 -0.943
vina_04_29 -8.668 -1.836 150.254 -144.022 5.767 -3.934 -6.482 3.240 -0.212 -1.595 8.000 -0.983
vina_04_30 -9.953 -2.050 140.767 -137.428 5.360 -4.283 -4.157 3.378 0.219 -0.330 8.000 -0.948
vina_04_32 -9.483 -2.418 141.784 -138.441 5.412 -4.203 -2.545 3.865 0.315 -0.137 8.000 -1.173
vina_04_33 -9.861 -2.005 138.328 -136.286 5.030 -4.071 -5.681 3.063 0.017 0.574 8.000 -0.591
vina_04_34 -8.120 -2.025 157.546 -152.925 6.435 -4.048 -5.780 3.492 0.128 0.193 8.000 -0.386
vina_04_35 -9.617 -2.023 137.824 -135.491 4.897 -4.082 -6.240 3.337 0.130 0.566 8.000 -0.657
vina_04_36 -8.108 -1.920 158.092 -153.808 6.586 -4.106 -6.711 3.572 0.115 0.904 8.000 -0.479
vina_04_37 -7.193 -2.074 158.472 -152.537 6.960 -3.936 -6.035 3.847 0.074 -0.763 8.000 -0.540
vina_04_38 -11.576 -3.412 143.279 -141.750 5.671 -4.004 -5.606 4.074 0.079 1.466 8.000 -3.227
vina_04_39 -8.736 -2.045 159.523 -154.449 5.789 -4.235 -3.965 3.493 0.041 0.524 8.000 -0.481
vina_04_40 -9.309 -1.895 146.857 -143.817 5.989 -3.960 -6.674 3.018 -0.124 -0.020 8.000 -0.755
vina_04_41 -9.824 -2.468 140.472 -137.795 5.403 -4.176 -4.066 3.744 0.210 0.530 8.000 -1.279
vina_04_42 -9.381 -2.099 141.832 -138.454 5.498 -4.183 -5.236 3.446 0.111 0.182 8.000 -0.745
vina_04_43 -9.364 -1.799 141.739 -137.130 5.414 -3.966 -4.417 3.033 -0.165 -2.539 8.000 -0.711
vina_04_44 -9.945 -2.039 139.325 -136.550 4.958 -4.078 -4.672 3.291 0.193 -0.170 8.000 -1.067
vina_04_45 -7.913 -1.948 159.598 -155.187 6.235 -3.879 -7.108 3.353 0.076 1.293 8.000 -0.538
vina_04_46 -8.413 -2.091 159.885 -154.436 5.999 -4.087 -5.691 3.454 -0.009 0.681 8.000 -0.639
vina_04_47 -7.201 -1.971 158.410 -152.674 5.882 -3.695 -7.085 3.435 0.201 1.570 8.000 -0.861
vina_04_48 -8.326 -1.881 156.131 -149.949 5.728 -4.022 -5.229 3.417 0.138 -1.201 8.000 -0.606
vina_04_49 -9.404 -2.023 142.412 -140.088 5.437 -3.890 -6.248 3.360 0.096 -0.190 8.000 -0.980
vina_04_50 -8.691 -1.959 159.245 -153.677 5.992 -4.002 -6.742 3.217 0.067 0.499 8.000 -0.988
vina_04_51 -7.899 -2.200 157.351 -152.391 6.999 -4.018 -7.571 3.655 0.194 -0.398 8.000 -0.424
vina_04_52 -9.692 -1.741 143.423 -139.361 5.752 -4.210 -2.665 2.992 -0.199 -0.636 8.000 -1.000
vina_04_53 -7.805 -1.818 158.063 -153.040 6.499 -4.015 -6.087 3.433 0.115 0.449 8.000 -0.475
vina_04_54 -7.939 -1.785 159.531 -154.254 5.888 -4.078 -4.087 3.574 0.040 0.544 8.000 -0.528
vina_04_55 -7.426 -1.957 157.633 -151.595 6.072 -3.821 -6.659 3.425 0.077 1.055 8.000 -0.814
vina_04_56 -9.573 -1.833 140.754 -137.566 5.497 -4.161 -4.493 2.971 -0.147 -0.015 8.000 -0.531
vina_04_57 -9.518 -2.392 142.315 -139.154 5.495 -4.202 -2.577 3.717 0.090 0.459 8.000 -1.128
vina_04_58 -9.920 -1.868 142.368 -138.529 5.522 -4.262 -4.950 2.970 -0.014 0.245 8.000 -0.910
vina_04_59 -8.756 -2.033 141.078 -137.636 5.165 -3.838 -3.513 3.194 0.272 -0.107 8.000 -0.768
vina_04_60 -8.405 -1.776 148.410 -143.382 5.969 -3.864 -5.216 3.092 -0.089 -1.790 8.000 -0.504
vina_04_61 -7.639 -1.960 158.715 -152.801 5.815 -3.929 -6.209 3.517 0.129 1.151 8.000 -0.692
vina_04_62 -9.785 -2.533 143.884 -141.029 5.743 -4.077 -4.186 3.851 0.098 0.416 8.000 -1.733
vina_04_63 -11.581 -3.047 144.301 -142.591 5.732 -4.037 -5.967 3.809 0.188 0.954 8.000 -3.033
vina_04_64 -8.459 -1.768 143.845 -139.894 5.228 -4.043 -2.668 3.288 0.003 -0.198 8.000 -0.268
vina_04_65 -10.023 -1.808 140.089 -137.419 4.836 -4.214 -4.352 3.071 0.069 0.429 8.000 -0.694
vina_04_66 -9.788 -2.058 140.288 -137.438 5.170 -4.288 -3.562 3.394 0.279 0.517 8.000 -0.791
vina_04_67 -8.140 -2.137 157.276 -151.319 6.467 -3.949 -5.681 3.599 -0.028 -1.343 8.000 -0.801
vina_04_68 -9.758 -2.146 138.757 -135.935 5.251 -4.117 -4.446 3.457 0.240 -0.217 8.000 -1.062
vina_04_69 -9.571 -2.033 146.483 -141.498 5.169 -4.062 -3.526 3.156 -0.046 -0.291 8.000 -1.306
vina_04_70 -8.729 -1.865 142.937 -139.249 5.453 -3.911 -3.793 3.121 -0.043 -0.013 8.000 -0.700
vina_04_71 -9.457 -2.098 137.644 -135.337 5.230 -4.194 -5.655 3.474 0.098 0.680 8.000 -0.484
vina_04_72 -8.790 -2.031 140.801 -139.678 5.560 -3.803 -6.341 3.285 0.125 1.055 8.000 -0.448
vina_04_73 -9.259 -1.725 145.361 -139.675 5.001 -4.065 -4.768 3.109 -0.151 -1.272 8.000 -0.921
vina_04_74 -9.525 -2.193 145.126 -141.991 5.315 -3.917 -6.869 3.106 -0.037 -0.083 8.000 -0.659
vina_04_75 -8.202 -1.804 156.701 -149.957 4.757 -3.823 -6.136 3.327 0.109 -0.127 8.000 -0.959
vina_04_76 -9.622 -2.240 141.628 -138.030 5.340 -4.231 -2.228 3.695 0.104 -0.512 8.000 -1.101
vina_04_77 -8.268 -1.940 157.092 -150.767 5.279 -3.951 -5.808 3.524 -0.038 0.081 8.000 -0.939
vina_04_78 -9.442 -1.925 139.465 -136.941 5.234 -3.855 -6.809 3.232 0.039 -0.629 8.000 -0.902
vina_04_79 -8.932 -2.049 145.336 -142.681 5.707 -3.928 -4.537 3.530 0.083 0.128 8.000 -0.951
vina_04_80 -7.801 -2.136 156.020 -150.522 6.367 -4.066 -4.683 3.621 0.121 0.438 8.000 -0.541
vina_04_81 -8.865 -2.085 143.596 -141.711 5.697 -3.880 -4.532 3.491 0.121 1.189 8.000 -1.021
vina_04_82 -9.341 -1.890 138.247 -135.824 5.107 -3.899 -5.847 3.205 0.066 0.022 8.000 -0.849
vina_04_83 -10.590 -2.223 141.649 -137.485 5.301 -4.155 -6.113 3.432 -0.029 -2.554 8.000 -1.357
vina_04_84 -7.843 -1.923 157.061 -149.719 5.929 -4.034 -3.887 3.519 0.101 -1.979 8.000 -0.498
vina_04_85 -9.947 -2.210 140.509 -137.505 5.420 -4.267 -3.507 3.483 0.255 0.402 8.000 -1.188
vina_04_86 -8.959 -1.909 142.880 -138.406 5.627 -4.129 -4.043 3.321 -0.045 -1.151 8.000 -0.539
vina_04_87 -8.831 -2.105 147.564 -143.963 6.075 -3.869 -5.543 3.138 -0.046 -0.438 8.000 -0.671
vina_04_88 -9.549 -2.022 137.371 -134.885 5.084 -4.082 -5.465 3.357 0.281 -0.140 8.000 -0.667
vina_04_89 -9.600 -1.992 147.706 -144.162 5.778 -4.111 -5.421 3.178 -0.196 -0.275 8.000 -0.797
vina_04_90 -7.812 -2.160 159.856 -154.298 6.319 -3.969 -5.733 3.590 0.075 0.270 8.000 -0.533
vina_04_91 -8.972 -2.060 148.813 -145.238 5.630 -3.923 -5.078 3.122 0.105 -0.092 8.000 -0.574
vina_04_92 -6.760 -1.789 159.248 -154.309 6.141 -3.681 -5.707 3.302 0.134 1.058 8.000 -0.101
vina_04_93 -9.553 -2.022 142.156 -137.722 5.617 -4.375 -3.796 3.442 0.009 -1.384 8.000 -0.472
vina_04_94 -8.729 -1.822 139.187 -135.750 5.556 -4.137 -4.828 3.385 0.158 -0.454 8.000 -0.266
vina_04_95 -10.222 -2.705 140.226 -137.872 5.790 -4.065 -5.070 3.916 0.114 -0.511 8.000 -1.776
vina_04_96 -9.579 -1.919 140.214 -136.195 5.395 -4.298 -3.450 3.326 0.057 -1.723 8.000 -0.379
vina_04_97 -9.225 -2.091 143.611 -139.199 5.592 -3.874 -4.550 3.167 -0.097 -0.820 8.000 -1.282
vina_04_98 -8.229 -1.816 158.291 -151.764 4.799 -3.847 -2.735 3.294 -0.010 0.265 8.000 -1.119
vina_04_99 -10.035 -2.186 140.219 -137.673 5.057 -4.241 -3.039 3.391 0.309 0.706 8.000 -1.033
vina_04_100 -7.684 -1.739 160.856 -154.628 5.405 -3.773 -5.756 3.280 0.026 0.638 8.000 -0.809
vina_04_101 -8.693 -1.991 146.800 -143.905 5.587 -3.884 -3.817 3.410 0.075 0.286 8.000 -0.794
vina_04_102 -9.077 -2.055 145.058 -138.789 5.929 -4.092 -3.783 3.495 -0.098 -3.810 8.000 -0.885
vina_04_103 -8.380 -2.169 158.301 -152.923 6.539 -4.014 -6.419 3.505 0.104 -0.191 8.000 -0.848
vina_04_104 -9.629 -1.835 140.850 -136.724 5.322 -4.218 -2.964 3.183 0.163 -1.552 8.000 -0.691
vina_04_106 -9.845 -2.064 140.738 -136.330 5.423 -4.153 -5.182 3.460 -0.012 -2.400 8.000 -0.987
vina_04_107 -8.412 -1.735 157.309 -150.747 5.132 -3.827 -2.883 3.107 -0.139 -0.592 8.000 -1.139
vina_04_108 -8.618 -1.890 157.997 -151.084 4.953 -3.993 -3.185 3.339 -0.077 -1.309 8.000 -0.796
vina_04_109 -9.564 -1.592 144.136 -139.677 4.962 -4.205 -1.872 3.015 -0.025 0.029 8.000 -1.043
vina_04_110 -9.576 -1.854 139.395 -135.736 5.152 -4.107 -3.793 3.175 -0.058 -0.713 8.000 -0.848
vina_04_111 -9.329 -1.884 142.050 -139.574 5.346 -4.070 -6.048 3.353 0.096 -0.068 8.000 -0.508
vina_04_112 -8.341 -1.696 147.164 -142.395 5.861 -4.089 -2.340 3.069 -0.216 -0.439 8.000 -0.248
vina_04_113 -8.621 -1.694 159.502 -152.925 5.562 -4.040 -3.739 3.154 -0.014 -0.411 8.000 -1.030
vina_04_114 -8.068 -1.699 160.176 -152.717 5.398 -3.881 -6.656 3.207 -0.073 -0.499 8.000 -0.909
vina_04_115 -8.146 -1.866 153.885 -148.739 4.701 -3.729 -6.510 3.287 0.144 1.642 8.000 -1.027
vina_04_116 -8.297 -1.673 159.207 -153.033 5.663 -4.084 -3.622 3.262 0.078 -0.053 8.000 -0.722
vina_04_117 -9.617 -1.742 144.105 -139.494 5.541 -4.279 -3.208 3.071 -0.048 -0.893 8.000 -0.790
vina_04_118 -7.874 -1.807 157.033 -150.118 5.023 -3.851 -5.702 3.404 0.090 0.197 8.000 -0.931
vina_04_119 -8.477 -1.854 139.026 -135.352 5.165 -3.966 -4.826 3.267 0.088 -0.484 8.000 -0.166
vina_04_120 -9.130 -1.991 145.657 -140.602 6.151 -4.028 -3.229 3.146 -0.115 -1.375 8.000 -1.194
vina_04_121 -7.495 -1.775 158.830 -152.883 6.238 -3.848 -6.783 3.358 0.046 -0.371 8.000 -0.440
vina_04_122 -7.726 -1.869 159.961 -154.214 5.749 -3.859 -6.019 3.446 0.095 0.336 8.000 -0.614
vina_04_123 -7.871 -1.995 149.200 -144.407 5.755 -3.877 -2.748 3.500 0.049 -1.318 8.000 -0.311
vina_04_124 -8.904 -2.099 153.013 -147.837 5.871 -4.063 -4.345 3.375 -0.173 -1.620 8.000 -0.510
vina_04_125 -8.031 -1.759 155.831 -149.736 4.720 -3.764 -5.754 3.292 0.073 0.482 8.000 -0.897
vina_04_126 -9.414 -1.867 142.698 -139.120 5.442 -4.375 -2.813 3.316 0.067 0.016 8.000 -0.367
vina_04_127 -9.579 -2.234 143.039 -139.355 5.923 -4.054 -5.665 3.487 -0.060 -1.711 8.000 -0.967
vina_04_128 -8.906 -1.619 142.354 -138.172 5.936 -4.120 -2.725 2.996 -0.203 -0.555 8.000 -0.678
vina_04_129 -8.481 -1.886 149.873 -145.732 5.500 -3.858 -3.866 3.437 0.055 -0.469 8.000 -0.875
vina_04_130 -10.669 -2.180 138.395 -135.214 4.943 -4.223 -5.145 3.385 0.042 -0.229 8.000 -1.544
vina_04_131 -8.416 -1.873 147.988 -143.119 5.653 -4.165 -0.832 3.345 -0.089 -0.623 8.000 -0.293
vina_04_133 -7.913 -1.854 161.792 -155.638 5.431 -3.962 -4.914 3.389 0.081 1.052 8.000 -0.690
vina_04_134 -8.300 -2.283 155.607 -150.920 6.924 -4.073 -4.495 3.681 0.102 -0.162 8.000 -0.880
vina_04_135 -9.417 -1.797 142.069 -138.358 5.463 -4.361 -3.130 3.178 -0.005 -0.134 8.000 -0.285
vina_04_136 -8.130 -1.830 159.822 -154.244 5.837 -4.051 -4.181 3.307 -0.012 0.473 8.000 -0.480
vina_04_137 -7.809 -1.748 146.682 -142.688 5.774 -3.882 -3.591 3.313 -0.027 -0.664 8.000 -0.083
vina_04_138 -8.402 -1.735 146.725 -142.017 5.493 -4.119 -1.230 3.226 -0.089 -0.043 8.000 -0.427
vina_04_139 -8.814 -2.060 141.865 -138.151 5.373 -4.038 -4.012 3.505 0.068 -0.383 8.000 -0.615
vina_04_140 -8.475 -1.761 137.146 -133.990 5.160 -3.797 -5.197 3.085 0.028 -0.995 8.000 -0.174
vina_04_141 -7.817 -1.799 160.507 -153.066 5.614 -3.861 -5.452 3.352 -0.011 -0.434 8.000 -1.017
vina_04_142 -9.675 -1.845 139.185 -135.857 4.944 -4.245 -5.281 3.196 0.081 -0.427 8.000 -0.320
vina_04_143 -10.325 -2.198 143.212 -138.695 5.159 -3.999 -5.457 3.327 -0.020 -2.227 8.000 -1.599
vina_04_144 -8.195 -1.887 145.007 -140.342 5.411 -3.962 -2.522 3.442 -0.016 -0.749 8.000 -0.498
vina_04_145 -9.666 -1.849 140.092 -136.092 4.830 -4.217 -4.987 3.183 0.062 -0.668 8.000 -0.499
vina_04_146 -8.739 -1.763 160.274 -153.867 5.278 -4.187 -3.955 3.369 0.117 0.299 8.000 -0.916
vina_04_147 -9.402 -1.842 137.676 -135.598 4.999 -4.024 -5.390 3.193 0.121 0.524 8.000 -0.578
vina_04_148 -8.563 -1.589 141.249 -137.580 5.288 -4.079 -2.213 3.107 -0.016 -0.356 8.000 -0.176
vina_04_149 -9.260 -1.991 146.121 -141.378 5.099 -3.997 -3.767 3.364 -0.115 -1.052 8.000 -1.047
vina_04_150 -8.818 -1.597 146.139 -141.918 5.208 -4.144 -3.507 3.111 0.049 0.062 8.000 -0.361
vina_04_151 -8.401 -1.613 158.514 -151.441 5.881 -4.032 -4.469 3.192 -0.145 -1.696 8.000 -0.824
vina_04_152 -8.131 -1.867 141.781 -137.800 5.457 -3.830 -4.020 3.338 -0.009 -0.976 8.000 -0.370
vina_04_153 -9.315 -1.980 140.464 -137.172 5.608 -4.055 -3.598 3.211 0.048 -0.332 8.000 -0.892
vina_04_154 -8.723 -1.934 144.681 -139.391 6.008 -4.073 -3.169 3.362 -0.064 -2.915 8.000 -0.468
vina_04_155 -9.594 -1.830 135.666 -133.174 5.311 -4.161 -5.507 3.206 -0.015 -0.470 8.000 -0.434
vina_04_156 -8.842 -1.681 141.275 -137.359 5.275 -4.187 -3.234 3.246 0.016 -0.662 8.000 -0.181
vina_04_157 -9.708 -1.900 144.434 -139.969 5.694 -3.909 -4.927 2.896 -0.111 -2.204 8.000 -1.137
vina_04_158 -9.130 -1.591 144.331 -139.748 4.932 -4.128 -1.937 3.025 -0.023 0.292 8.000 -0.893
vina_04_159 -9.669 -1.854 137.688 -135.173 4.900 -4.052 -6.068 3.084 0.029 -0.186 8.000 -0.458
vina_04_160 -6.909 -1.808 157.681 -152.229 6.009 -3.769 -4.207 3.339 -0.003 0.396 8.000 -0.073
vina_04_161 -8.795 -2.141 158.676 -152.604 5.974 -4.060 -2.766 3.373 -0.107 -0.981 8.000 -0.967
vina_04_162 -7.897 -1.838 156.335 -149.721 4.933 -3.739 -5.910 3.215 0.124 0.525 8.000 -0.976
vina_04_163 -8.553 -2.021 144.868 -140.129 5.853 -4.024 -2.400 3.566 0.050 -1.462 8.000 -0.861
vina_04_164 -7.965 -1.819 158.298 -151.044 5.492 -3.960 -5.712 3.347 0.077 -0.303 8.000 -0.811
vina_04_165 -8.714 -1.752 143.345 -140.104 4.930 -3.842 -4.763 3.186 0.124 0.655 8.000 -0.786
vina_04_166 -9.180 -2.142 140.569 -137.193 5.397 -4.078 -3.858 3.505 0.092 0.010 8.000 -0.906
vina_04_167 -9.486 -2.399 142.415 -138.981 6.251 -4.089 -3.908 3.580 0.090 -0.312 8.000 -1.457
vina_04_168 -9.445 -2.092 139.960 -135.873 5.513 -3.968 -7.379 3.283 0.079 -1.918 8.000 -0.784
vina_04_169 -9.253 -1.796 139.827 -136.031 5.449 -3.965 -6.204 3.073 -0.089 -1.569 8.000 -0.573
vina_04_170 -8.325 -1.888 160.664 -153.317 5.245 -4.104 -5.335 3.511 0.008 0.168 8.000 -0.926
vina_04_171 -8.806 -2.089 141.433 -137.974 5.773 -3.958 -4.477 3.526 -0.015 -2.010 8.000 -0.418
vina_04_172 -8.907 -1.970 140.933 -136.476 5.155 -3.983 -2.197 3.216 -0.006 -0.471 8.000 -0.896
vina_04_173 -7.625 -1.926 155.952 -150.713 4.397 -3.538 -2.278 3.361 0.164 1.455 8.000 -1.152
vina_04_174 -8.547 -1.771 148.064 -144.785 6.168 -4.124 -3.432 3.316 -0.042 0.073 8.000 -0.323
vina_04_175 -9.377 -1.832 144.653 -140.744 5.034 -3.946 -6.432 3.044 0.013 -1.048 8.000 -0.553
vina_04_176 -7.312 -1.802 147.029 -143.624 5.457 -3.767 -2.990 3.296 0.171 1.258 8.000 -0.076
vina_04_177 -9.376 -1.698 147.380 -142.691 5.311 -4.091 -2.366 2.860 -0.153 -0.305 8.000 -0.896
vina_04_178 -8.224 -1.884 140.561 -136.851 5.110 -3.827 -4.865 3.357 0.061 -0.983 8.000 -0.167
vina_04_179 -7.679 -1.893 160.543 -153.687 5.892 -3.859 -5.764 3.437 0.068 -0.616 8.000 -0.746
vina_04_180 -7.617 -1.555 159.973 -152.829 5.308 -3.700 -5.346 3.025 -0.117 -0.373 8.000 -0.803
vina_04_181 -7.874 -1.653 145.422 -141.160 5.118 -3.834 -4.605 2.967 0.302 0.505 8.000 -0.086
vina_04_182 -8.948 -1.723 157.008 -151.862 5.705 -4.257 -3.448 3.382 0.074 0.023 8.000 -0.764
vina_04_183 -8.450 -1.753 145.546 -141.023 5.013 -4.027 -0.582 3.274 0.035 -0.612 8.000 -0.406
vina_04_184 -7.829 -1.683 143.937 -139.346 5.215 -3.899 -3.448 3.217 0.241 -0.587 8.000 -0.088
vina_04_185 -8.811 -1.601 157.076 -150.207 4.701 -3.978 -2.878 2.998 -0.080 -1.145 8.000 -0.827
vina_04_186 -7.332 -1.785 159.569 -152.832 5.740 -3.995 -4.425 3.525 0.066 0.803 8.000 -0.572
vina_04_187 -7.617 -1.676 154.554 -147.946 4.944 -3.802 -3.809 3.326 0.021 -0.111 8.000 -0.731
vina_04_189 -8.222 -1.587 152.955 -146.343 4.883 -3.968 -3.572 3.088 -0.065 -0.810 8.000 -0.462
vina_04_190 -8.534 -1.710 151.424 -144.600 4.749 -3.916 -3.073 3.138 -0.053 -0.947 8.000 -1.004
vina_04_191 -7.459 -1.532 160.903 -153.836 5.473 -4.005 -5.145 3.216 0.081 0.914 8.000 -0.439
vina_04_192 -8.911 -1.734 142.291 -137.722 5.694 -4.161 -4.202 3.151 -0.019 -1.005 8.000 -0.453
vina_04_193 -11.516 -3.006 144.558 -140.517 4.785 -3.760 -6.011 3.637 0.095 -1.319 8.000 -3.270
vina_04_194 -7.755 -1.634 147.700 -143.818 5.512 -3.973 -1.854 3.278 0.037 0.444 8.000 -0.080
vina_04_195 -8.616 -1.752 159.328 -152.543 5.885 -4.119 -3.263 3.319 0.018 -1.288 8.000 -0.981
vina_04_196 -10.147 -1.898 145.442 -141.726 5.086 -4.123 -4.917 2.858 -0.026 -0.352 8.000 -0.861
vina_04_197 -7.167 -1.897 158.118 -152.225 6.057 -3.768 -5.187 3.417 0.141 0.334 8.000 -0.541
vina_04_198 -8.591 -1.762 144.508 -140.320 5.045 -4.019 -2.288 3.200 0.068 0.185 8.000 -0.535
vina_04_199 -7.991 -1.851 157.807 -150.632 4.810 -3.797 -5.712 3.475 0.031 -0.280 8.000 -1.085
vina_04_200 -7.220 -1.974 158.936 -153.224 6.735 -3.880 -6.084 3.485 0.031 0.068 8.000 -0.373
vina_04_201 -9.055 -1.636 141.367 -136.809 6.036 -4.043 -3.346 2.866 -0.134 -1.745 8.000 -0.732
